PMID,Title,Abstract,ISSN,Journal,Location,Year,FirstAuthorForename,FirstAuthorLastname,FirstAuthorInitials,FirstAuthorAffiliation,Relevant
27097495,[Epidemiological investigation of second intermediate hosts of Clonorchis sinensis in Pizhou and Xinyi cities of Jiangsu Province].,"To understand the endemic situation of Clonorchis sinensis in its second intermediate hosts in Pizhou and Xinyi cities of Jiangsu Province, so as to provide the evidence for the further control and treatment.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(27) 658-9,2015,Xiao-lin,Jin,XL,,False
27097496,"[Current situation of patients with chronic filariasis in Lianshui County, Ji- angsu Province].",To understand the current situation of chronic filariasis patients in Lianshui County.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(27) 660-1,2015,Wei-xin,Sun,WX,,False
27099891,[Establishment of malaria early warning system in Jiangsu Province VII Eliminating malaria surveillance sentinels].,To understand the epidemic situation and influencing factors of malaria in Jiangsu Province and grasp the regularity and trend of the epidemic.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(27) 586-90,2015,Wei-ming,Wang,WM,,False
27356400,[Analysis of epidemic situation of malaria in Yunnan Province from 2011 to 2013].,"To understand the epidemic situation and characteristics of malaria in Yunnan Province, so as to provide the reference for malaria elimination.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 26-9,2016,Chun,Wei,C,,False
27356401,[Epidemiological analysis of malaria prevalence in Shandong Province in 2014].,"To understand the malaria epidemic situation and characteristics in Shandong Province in 2014, so as to provide evidences for taking targeted strategies and measures for malaria elimination.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 30-3,2016,Yan,Xu,Y,,False
27356402,"[Cloning, expression and identification of gametocyte specific protein Pfgdv1 of Plasmodium falciparum].","To clone a gametocyte specific protein Pfgdv1 of Plasmodium falciparum, express and identify recombinant Pfgdvl protein in vitro.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 34-8,2016,Pang-pang,Su,PP,,False
27356403,[Establishment and evaluation of loop-mediated isothermal amplification based on Plasmodium falciparum unique genes coding PHIST proteins].,To establish a novel convenient loop-mediated isothermal amplification (LAMP) method with the unique genes coding Plasmodium helical interspersed sub-telomeric superfamily (PHIST) for the rapid molecular diagnosis of P. falciparum.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,"(28) 39-44, 50",2016,Yi-jing,Zhang,YJ,,False
27356405,[Observation on growth status of Blastocystis hominis in three media].,To observe the growth situation of Blastocystis hominis in vitro and select the optimal method for cultivation of B. hominis in different media.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,"(28) 51-3, 65",2016,Ying-fang,Yu,YF,,False
27356409,"[Analysis of imported malaria situation in Liyang City, Jiangsu Province].","To analyze the epidemic characteristics of imported malaria in Liyang City, so as to provide the evidence for formulating appropriate control strategies and measures.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 66-8,2016,Xiao-mei,Huang,XM,,False
27356410,[Effect of malaria control in Shayang County from 1995 to 2014].,"To evaluate the effect of malaria control in Shayang County from 1995 to 2014, so as to provide the evidence for the strategy revision of the elimination of malaria prevention and control.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,"(28) 69-71, 74",2016,Yu-bi,Zheng,YB,,False
27356411,[Analysis of malaria endemic situation in Jingmen City from 2005 to 2014].,"To analyze the malaria endemic situation in Jingmen City from 2005 to 2014, so as to provide the evidence for revising the measures of malaria elimination.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 72-4,2016,Fa-Gui,ZHANG,FG,,False
27356413,"[Study on acute inhalation toxicity of Luowei, a plant molluscacide].","To study the acute inhalation toxicity of 50% Luowei, a plant molluscacide, in rats.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 79-80,2016,Ping,Yi,P,,False
27356414,[Morphological observation on hypopus of Caloglyphus berlesei by optical microscope].,To understand the structure characteristics of hypopus of Caloglyphus berlesei.,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 81-3,2016,Xiao-dong,Zhan,XD,,False
27356419,"[Epidemiological characteristics of imported malaria cases in Neijiang City, 2013].","To understand the epidemiological characteristics of imported malaria cases in Neijiang City in 2013, so as to provide the references for malaria elimination in the city.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,"(28) 97-8, 107",2016,Chun,Liu,C,,False
27356420,[Advances in researches on β-carbonic anhydrases as anti-parasitic drug targets].,"β-carbonic anhydrases (β-CAs) are ubiquitous metalloenzymes which active site contains a zinc ion (Zn²⁺), and they could catalyze the hydration of carbon dioxide to bicarbonate and protons efficiently and are involved in many biological processes, such as respiration, pH and CO₂ homeostasis, biosynthetic reactions, virulence regulation and so on, and may play a critical role in the life activity of many organisms which contain these enzymes. β-CAs are widely distributed in fungi, bacteria, algae, plants and a small number of protozoan and metazoan except vertebrates. Therefore, as potential drug targets for designing and developing antibacterial and anti-parasitic drugs, β-CAs promise a broad application prospect. This paper focuses on the distribution, physiological function and the progress of researches on β-CAs in parasites and their vectors.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 99-102,2016,Cong-hui,Zhang,CH,,False
29376271,[China's contribution to research and development of antiparasitic products - Inspiration from Nobel Prize in Physiology or Medicine 2015].,"Chinese scientist Tu You-you won the Nobel Prize in Physiology or Medicine 2015, due to her outstanding contribution to the discovery of antimalarial drug artemisinin. The discovery of artemisinin is a great breakthrough using modern pharmaceutical technology to excavate ancient Chinese traditional medicine resources, based on government's coordination mechanisms. This article analyzes the research and development status of the current global antiparasitic products, as well as China's needs and strengths in related areas. The authors propose that China should take the advantage of government financing and research capacity to strengthen the research and development of antiparasitic products, so as to contribute more to improving global health equity.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 349-352,2016,Huang,Yang-Mu,H,"School of Public Health, Peking University, Beijing 100191, China.",False
29376277,[Molecular structure and alternative splicing analysis of heat shock factors of ,To clone and identify the heat shock factors (HSFs) of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 381-387,2016,Xie,Yu,X,"Key Laboratory of Prevention and Control for Emerging Infectious Diseases of Guangdong Higher Institutes, Department of Pathogen Biology, School of Public Health, Southern Medical University, Guangzhou 510515, China.",False
29376278,[Enzyme kinetic analysis of ,To analyze the enzyme kinetics of active ingredient of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 388-392,2016,Han,Bang-Xing,H,"College of Biological and Pharmaceutical Engineering, West Anhui University, Lu'an 237012, China.",False
29376279,[Analysis of malaria epidemic situation and control in Hubei Province from 1974 to 2015].,"To analyze the malaria control measures and epidemic trend in Hubei Province from 1974 to 2015, so as to provide the evidence for malaria elimination path analysis.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 393-396,2016,Li,Kai-Jie,L,"Hubei Provincial Center for Disease Control and Prevention, Wuhan 430079, China.",False
29376280,"[Epidemiological analysis of malaria prevalence in Sichuan Province, 2012-2014].","To understand the characteristics of malaria prevalence in Sichuan Province from 2012 to 2014, so as to provide evidences for improving the work of malaria elimination.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 397-400,2016,Li,Li,L,"Sichuan Center for Disease Control and Prevention, Chengdu 610041, China.",False
29376281,[Analysis of highly cited papers related to malaria in Chinese journals from 2006 to 2013].,"To analyze the highly cited malaria papers published in Chinese journals from 2006 to 2013, so as to provide the evidence for formulating the plan of selecting topics to the journal editors.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 401-405,2016,Deng,Yao,D,"Jiangsu Institute of Parasitic Diseases, Wuxi 214064, China.",False
29376283,[Analysis of polymorphism of ,To analyze the polymorphism of histidine rich protein 2 (HRP II) gene in ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(28) 411-417,2016,Dong,Ying,D,"Yunnan Institute of Parasitic Diseases, Yunnan Center of Malaria Research, Yunnan Provincial Key Laboratory of Vector-borne Diseases Control and Research, Pu'er 665000, China.",False
